TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,IsOverdraft
149,Cust5320,Acc20297,Savings,Transfer,Mutual Fund,Firm A,West,Manager 2,2023-07-14,36396.08485,81763.10434,0.213673172,331,34,False
194,Cust5610,Acc35419,Current,Transfer,Personal Loan,Firm A,West,Manager 4,2024-01-08,53350.04592,68881.98827,1.0,762,202,False
62,Cust5428,Acc45101,Current,Deposit,Savings Account,Firm A,North,Manager 3,2024-02-17,24402.89504,67986.72997,0.721588583,848,78,False
132,Cust8529,Acc55729,Loan,Transfer,Personal Loan,Firm C,West,Manager 1,2024-03-19,28513.27626,59660.65317,0.0,743,20,False
26,Cust4373,Acc82926,Savings,Deposit,Credit Card,Firm D,Central,Manager 3,2023-03-26,54500.78076,25256.32598,0.336196057,624,96,False
52,Cust1747,Acc49364,Credit,Withdrawal,Savings Account,Firm E,North,Manager 4,2024-05-27,2410.515537,59490.65249,0.433282992,506,41,False
119,Cust4855,Acc24981,Credit,Payment,Credit Card,Firm E,West,Manager 3,2023-06-18,12788.46443,122628.6173,0.201428959,639,182,False
95,Cust3449,Acc78589,Credit,Deposit,Credit Card,Firm A,Central,Manager 3,2023-03-06,81674.92567,59752.48008,0.409324935,785,171,False
101,Cust6330,Acc91723,Current,Payment,Savings Account,Firm C,South,Manager 2,2023-01-06,72535.81052,30223.18722,0.838237723,771,34,False
41,Cust2412,Acc11285,Credit,Payment,Home Loan,Firm C,West,Manager 4,2024-03-19,71220.84617,126302.662,0.65834246,502,211,False
38,Cust2942,Acc47099,Current,Deposit,Mutual Fund,Firm C,West,Manager 4,2024-04-15,33284.57741,12459.03342,0.318342863,774,95,False
153,Cust2539,Acc97411,Savings,Payment,Home Loan,Firm A,North,Manager 1,2023-03-13,57552.27797,61544.43318,0.509381243,371,202,False
31,Cust6292,Acc48303,Current,Deposit,Home Loan,Firm B,West,Manager 1,2023-09-10,44494.95566,79505.26403,0.107811087,382,121,False
111,Cust9066,Acc88449,Loan,Payment,Personal Loan,Firm A,East,Manager 3,2023-01-28,44945.55824,-5315.650952,0.388547848,619,168,True
172,Cust3306,Acc28292,Savings,Withdrawal,Mutual Fund,Firm E,East,Manager 3,2023-04-23,50610.27723,109891.9097,0.363816256,449,142,False
43,Cust6776,Acc19156,Loan,Withdrawal,Mutual Fund,Firm C,North,Manager 2,2023-01-12,37295.30259,120184.6714,0.380473549,708,185,False
108,Cust2694,Acc82381,Current,Withdrawal,Personal Loan,Firm C,Central,Manager 2,2023-08-04,75801.07767,88568.41932,0.938968608,392,184,False
38,Cust9731,Acc65545,Loan,Deposit,Savings Account,Firm B,North,Manager 3,2023-10-24,105286.2324,79025.57448,0.20833352,763,212,False
55,Cust3725,Acc57700,Loan,Transfer,Personal Loan,Firm A,South,Manager 3,2023-07-14,116161.1645,61685.00168,0.582174707,351,37,False
134,Cust3449,Acc21878,Savings,Deposit,Home Loan,Firm C,South,Manager 2,2023-03-10,112600.8869,117589.8671,0.851359319,519,82,False
137,Cust3449,Acc24508,Loan,Deposit,Home Loan,Firm A,West,Manager 4,2024-02-06,36340.30994,32666.55907,0.39582024,529,89,False
161,Cust6526,Acc55331,Current,Withdrawal,Personal Loan,Firm D,Central,Manager 2,2023-09-26,17306.71961,20081.52199,0.792508772,481,86,False
181,Cust6947,Acc22255,Credit,Transfer,Credit Card,Firm E,South,Manager 3,2023-10-31,37889.87436,86410.16828,0.69729615,504,211,False
146,Cust5912,Acc94907,Loan,Transfer,Mutual Fund,Firm E,East,Manager 2,2024-02-18,19489.53965,63789.64659,0.917251398,559,62,False
145,Cust3015,Acc88449,Credit,Payment,Savings Account,Firm C,East,Manager 1,2023-08-11,42265.59608,63798.51364,1.0,331,151,False
104,Cust5705,Acc94203,Current,Deposit,Home Loan,Firm B,East,Manager 1,2023-11-25,73501.21216,84957.85317,0.665885387,789,224,False
73,Cust4201,Acc40939,Credit,Withdrawal,Personal Loan,Firm E,West,Manager 2,2023-11-08,50496.30664,82030.0682,0.137087268,335,27,False
54,Cust1747,Acc53466,Current,Payment,Credit Card,Firm E,North,Manager 2,2023-11-24,65902.48613,99035.7017,0.822334561,484,132,False
22,Cust1114,Acc46655,Credit,Withdrawal,Personal Loan,Firm B,South,Manager 2,2024-03-12,94370.61653,106490.5097,0.817076753,492,180,False
20,Cust2942,Acc70314,Credit,Withdrawal,Credit Card,Firm D,East,Manager 4,2023-01-09,54119.72962,-31597.85059,0.594389502,318,215,True
74,Cust6565,Acc19156,Current,Deposit,Credit Card,Firm B,East,Manager 3,2023-09-11,43454.03128,119189.543,0.619395471,664,165,False
115,Cust7793,Acc57700,Loan,Deposit,Home Loan,Firm C,West,Manager 1,2024-06-08,51037.15334,71291.15782,1.0,453,208,False
183,Cust6330,Acc94242,Current,Payment,Mutual Fund,Firm A,North,Manager 2,2023-04-17,18108.43552,91330.09564,0.683522741,547,204,False
32,Cust5121,Acc64022,Credit,Payment,Home Loan,Firm A,Central,Manager 3,2023-10-03,59062.81089,31584.07286,0.478808866,355,181,False
21,Cust2349,Acc53466,Credit,Payment,Home Loan,Firm C,East,Manager 3,2023-05-04,61209.03424,56486.37869,0.183228868,729,218,False
55,Cust5253,Acc99409,Current,Transfer,Mutual Fund,Firm D,East,Manager 1,2023-09-30,11649.52274,59477.4471,0.587029414,764,224,False
50,Cust3778,Acc61926,Credit,Payment,Home Loan,Firm E,West,Manager 2,2023-09-19,13591.31401,13988.63696,0.588220907,409,8,False
135,Cust3015,Acc99549,Savings,Transfer,Credit Card,Firm D,East,Manager 2,2023-04-14,30330.99265,74578.16247,0.331101593,317,157,False
98,Cust6319,Acc54589,Savings,Withdrawal,Home Loan,Firm C,North,Manager 4,2024-03-14,50885.12998,105517.4222,1.0,537,236,False
131,Cust8318,Acc71388,Loan,Payment,Credit Card,Firm D,South,Manager 3,2023-05-03,45924.87011,14683.16607,0.269470143,479,71,False
26,Cust5428,Acc64393,Savings,Payment,Mutual Fund,Firm C,South,Manager 4,2024-01-12,71116.74844,78228.02642,0.46081012,397,174,False
113,Cust1223,Acc42467,Savings,Deposit,Savings Account,Firm D,South,Manager 4,2023-08-06,48815.07626,53918.22741,0.43855146,342,141,False
192,Cust6565,Acc88074,Loan,Transfer,Credit Card,Firm C,West,Manager 1,2024-06-16,14712.91503,51090.02645,0.507979682,442,156,False
128,Cust3015,Acc45907,Loan,Withdrawal,Credit Card,Firm D,East,Manager 1,2023-09-26,1763.303778,44313.28475,0.045992167,849,132,False
47,Cust4402,Acc24070,Current,Transfer,Personal Loan,Firm E,Central,Manager 4,2023-09-28,59301.96943,60612.86299,0.40283391,429,194,False
195,Cust3153,Acc49180,Loan,Withdrawal,Savings Account,Firm E,East,Manager 1,2024-05-27,18601.98669,137018.5473,0.000676029,369,158,False
163,Cust7730,Acc82298,Savings,Transfer,Savings Account,Firm B,North,Manager 2,2024-02-21,93874.13877,58108.03847,0.572606946,592,219,False
155,Cust3006,Acc47099,Current,Deposit,Credit Card,Firm D,South,Manager 3,2023-06-18,58451.52532,97197.83277,0.676527643,352,36,False
91,Cust2578,Acc15359,Current,Deposit,Credit Card,Firm E,South,Manager 4,2023-11-08,122856.483,93754.78157,0.492427345,495,44,False
49,Cust1840,Acc46655,Savings,Deposit,Home Loan,Firm B,East,Manager 1,2023-05-03,54354.45244,26959.26707,0.009818653,358,115,False
100,Cust5558,Acc30787,Credit,Payment,Credit Card,Firm D,North,Manager 3,2024-01-20,81104.91216,87219.98865,0.443967512,555,195,False
139,Cust3006,Acc83269,Loan,Deposit,Savings Account,Firm E,North,Manager 1,2023-11-24,127718.9013,33532.61157,0.242239301,628,221,False
72,Cust6526,Acc53865,Current,Transfer,Credit Card,Firm C,North,Manager 2,2023-11-20,101362.1181,54371.33721,0.407016196,405,220,False
79,Cust1497,Acc28612,Loan,Payment,Savings Account,Firm C,West,Manager 4,2023-12-30,45491.5728,46887.78279,0.659176425,538,232,False
90,Cust4373,Acc71938,Savings,Transfer,Credit Card,Firm C,North,Manager 3,2023-02-26,32702.6711,141185.1394,0.474819019,455,130,False
23,Cust5545,Acc12182,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 1,2023-07-30,25651.05823,55358.99033,0.112824184,740,122,False
85,Cust1497,Acc92360,Current,Deposit,Credit Card,Firm E,South,Manager 3,2024-02-21,28339.77052,75908.34076,0.151701832,774,47,False
172,Cust8250,Acc42903,Loan,Withdrawal,Credit Card,Firm B,North,Manager 1,2023-01-13,55681.90876,60258.19912,0.451277229,717,57,False
179,Cust7002,Acc69323,Credit,Deposit,Credit Card,Firm C,South,Manager 1,2024-06-13,44641.84186,113152.241,0.437165772,794,226,False
171,Cust8028,Acc21719,Savings,Payment,Savings Account,Firm B,East,Manager 4,2024-01-08,64615.35796,40670.14748,0.154880192,678,144,False
141,Cust5610,Acc92558,Credit,Transfer,Personal Loan,Firm B,Central,Manager 1,2023-10-03,41641.02834,68925.31105,0.0,540,159,False
48,Cust1644,Acc57700,Credit,Transfer,Savings Account,Firm C,West,Manager 3,2024-06-11,52297.328,30221.73517,0.497698317,414,132,False
128,Cust2694,Acc32212,Savings,Withdrawal,Credit Card,Firm E,South,Manager 4,2023-02-05,40931.69888,81741.11057,0.233257296,363,81,False
15,Cust7173,Acc26973,Current,Transfer,Personal Loan,Firm C,Central,Manager 4,2024-05-22,106030.2264,63246.49505,0.468626928,349,169,False
162,Cust1738,Acc87006,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 3,2023-01-06,32919.19489,99455.61921,0.471885489,770,95,False
4,Cust3315,Acc33287,Credit,Deposit,Personal Loan,Firm B,South,Manager 3,2023-04-17,78277.54877,84289.0171,0.567466467,708,22,False
114,Cust5916,Acc55729,Current,Withdrawal,Home Loan,Firm C,North,Manager 4,2023-07-05,46049.09381,166962.4001,0.323622336,412,72,False
14,Cust7002,Acc88286,Credit,Withdrawal,Savings Account,Firm A,East,Manager 1,2023-01-02,66348.26852,98407.90933,0.459254331,587,215,False
182,Cust2805,Acc80131,Savings,Payment,Personal Loan,Firm C,Central,Manager 2,2023-12-17,43343.26586,58661.94858,0.731540899,509,129,False
56,Cust7173,Acc61926,Loan,Transfer,Personal Loan,Firm C,Central,Manager 1,2023-05-21,98072.78602,88064.29125,1.0,534,205,False
22,Cust8344,Acc47099,Savings,Payment,Savings Account,Firm A,South,Manager 3,2024-03-22,51623.33247,112836.4706,0.535368537,807,208,False
156,Cust8772,Acc28292,Loan,Payment,Mutual Fund,Firm C,West,Manager 1,2023-04-23,43001.35237,57888.15573,0.593935256,414,183,False
36,Cust7459,Acc94242,Credit,Withdrawal,Credit Card,Firm D,North,Manager 4,2024-06-11,73114.16462,88158.82562,0.618152737,597,209,False
73,Cust6028,Acc82381,Savings,Withdrawal,Credit Card,Firm D,South,Manager 2,2023-04-26,49968.5455,94151.90264,0.453960856,682,200,False
75,Cust8416,Acc83269,Current,Payment,Home Loan,Firm B,North,Manager 2,2024-01-17,87999.44421,50704.14831,0.874933038,507,34,False
88,Cust6391,Acc53865,Current,Payment,Home Loan,Firm B,West,Manager 1,2023-09-26,20891.10863,850.0884016,0.203116007,842,232,False
56,Cust9038,Acc31539,Savings,Deposit,Personal Loan,Firm A,Central,Manager 2,2023-04-26,25819.70053,5627.717129,0.371166191,656,12,False
76,Cust3153,Acc30146,Savings,Deposit,Personal Loan,Firm B,West,Manager 4,2024-05-04,84232.18852,117294.7856,0.718054565,533,151,False
74,Cust9754,Acc29356,Loan,Deposit,Personal Loan,Firm D,North,Manager 1,2023-10-21,27344.62435,113650.6213,0.21295351,684,16,False
164,Cust2349,Acc37688,Current,Deposit,Savings Account,Firm C,South,Manager 1,2023-01-02,60902.87103,122661.5538,0.335226684,527,77,False
14,Cust3015,Acc21719,Loan,Deposit,Savings Account,Firm D,North,Manager 3,2024-05-22,30721.24789,113801.0737,0.378442248,360,222,False
90,Cust9525,Acc75767,Credit,Withdrawal,Credit Card,Firm E,East,Manager 2,2023-06-18,70097.3241,68592.0975,0.8297707,453,188,False
140,Cust6735,Acc78178,Loan,Payment,Home Loan,Firm B,West,Manager 1,2023-11-29,52363.56406,32234.24442,0.485165556,493,74,False
128,Cust4595,Acc50817,Current,Deposit,Credit Card,Firm D,North,Manager 3,2023-07-01,113221.7353,32952.55399,0.329658087,400,137,False
144,Cust5705,Acc77773,Loan,Deposit,Credit Card,Firm C,East,Manager 4,2024-01-20,66663.84608,34416.0001,0.155335029,375,181,False
8,Cust2188,Acc50439,Loan,Transfer,Savings Account,Firm E,West,Manager 1,2023-05-15,81559.64779,62481.60038,0.986473873,666,23,False
173,Cust5912,Acc82298,Current,Withdrawal,Savings Account,Firm D,South,Manager 1,2024-01-12,27246.87559,66137.19992,0.515932346,471,116,False
108,Cust5545,Acc16664,Loan,Withdrawal,Personal Loan,Firm E,South,Manager 1,2023-07-19,41788.06782,88752.91479,0.898317256,315,219,False
23,Cust2427,Acc42467,Current,Payment,Savings Account,Firm C,South,Manager 3,2023-01-30,94486.34728,71150.49223,0.280883908,462,187,False
46,Cust8874,Acc83848,Credit,Transfer,Credit Card,Firm E,Central,Manager 1,2023-10-21,33330.86523,127530.3696,0.819429252,423,70,False
128,Cust4763,Acc46655,Loan,Payment,Home Loan,Firm E,East,Manager 2,2023-03-08,59724.69092,50699.41442,0.496124792,705,120,False
49,Cust4461,Acc46655,Loan,Payment,Credit Card,Firm B,South,Manager 4,2024-02-06,46656.80778,87321.13842,0.65373624,826,116,False
90,Cust8529,Acc31539,Credit,Payment,Home Loan,Firm E,Central,Manager 4,2024-02-05,56709.75712,73116.29325,0.416195431,727,42,False
195,Cust9962,Acc48501,Current,Deposit,Savings Account,Firm D,North,Manager 2,2024-04-06,71972.3339,86890.72801,0.578379805,366,228,False
16,Cust1042,Acc88286,Savings,Transfer,Personal Loan,Firm C,West,Manager 1,2024-05-28,90681.57732,71997.43635,0.36575268,397,57,False
196,Cust5705,Acc24880,Loan,Deposit,Mutual Fund,Firm C,North,Manager 2,2023-01-28,11914.72669,109970.4645,0.780645542,496,162,False
67,Cust7098,Acc97225,Loan,Withdrawal,Savings Account,Firm C,North,Manager 2,2024-04-15,10919.32293,15686.05162,0.304582996,652,138,False
74,Cust3109,Acc70741,Credit,Transfer,Credit Card,Firm A,North,Manager 1,2024-03-02,74743.83701,89659.37701,0.222835373,644,138,False
6,Cust7345,Acc76699,Savings,Withdrawal,Mutual Fund,Firm A,North,Manager 4,2023-08-04,62878.69297,95522.34833,0.0,349,20,False
126,Cust2188,Acc28295,Savings,Withdrawal,Savings Account,Firm C,East,Manager 4,2024-01-01,70592.36204,116123.6383,0.602758369,699,163,False
144,Cust2109,Acc66190,Loan,Payment,Mutual Fund,Firm A,North,Manager 4,2023-01-28,56165.02899,69532.76127,0.705586765,645,79,False
102,Cust8765,Acc87602,Credit,Withdrawal,Personal Loan,Firm D,South,Manager 4,2023-01-02,18588.29947,87538.24347,0.723572993,322,174,False
107,Cust5255,Acc88252,Current,Transfer,Credit Card,Firm C,East,Manager 4,2023-07-06,74191.04389,116843.9665,0.983169946,518,53,False
19,Cust9843,Acc51593,Credit,Transfer,Credit Card,Firm B,North,Manager 1,2023-08-23,63841.18365,101279.8391,0.786115096,709,131,False
194,Cust3006,Acc25132,Current,Payment,Savings Account,Firm C,North,Manager 2,2023-02-04,30620.31566,91898.7311,0.714405691,439,108,False
97,Cust8288,Acc16664,Loan,Withdrawal,Home Loan,Firm B,South,Manager 4,2023-05-21,65409.59996,28030.69374,0.414050936,710,35,False
79,Cust9666,Acc20297,Current,Withdrawal,Personal Loan,Firm B,West,Manager 2,2023-03-16,26769.20215,80936.6534,0.371581748,524,236,False
18,Cust3109,Acc23736,Loan,Deposit,Home Loan,Firm B,West,Manager 1,2024-05-22,73103.55049,32025.11492,0.352359772,562,81,False
93,Cust6776,Acc10996,Savings,Payment,Savings Account,Firm C,North,Manager 4,2023-10-19,61653.06253,42026.16291,0.289780501,510,103,False
31,Cust9439,Acc77638,Current,Transfer,Home Loan,Firm A,West,Manager 4,2023-09-06,60389.95644,119082.1999,1.0,541,11,False
138,Cust5574,Acc29007,Credit,Withdrawal,Savings Account,Firm D,North,Manager 4,2023-12-17,5163.427045,58460.39654,0.511710408,449,116,False
97,Cust2357,Acc39482,Credit,Transfer,Mutual Fund,Firm E,East,Manager 2,2023-09-13,36891.30394,96459.7108,0.531625059,622,236,False
50,Cust7028,Acc88286,Loan,Withdrawal,Home Loan,Firm C,North,Manager 1,2024-01-12,58359.74883,10830.31924,0.403377152,365,134,False
198,Cust5558,Acc31539,Savings,Payment,Personal Loan,Firm E,East,Manager 4,2024-05-28,73879.20666,52666.81354,0.19282825,638,216,False
32,Cust5920,Acc67701,Loan,Payment,Credit Card,Firm D,South,Manager 2,2023-06-20,71003.37203,92940.1649,0.575543405,716,158,False
41,Cust7120,Acc57700,Current,Withdrawal,Savings Account,Firm D,South,Manager 1,2023-11-18,5402.294994,63801.56426,0.39140869,438,205,False
191,Cust7395,Acc39544,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,2023-04-09,17781.11142,78671.74113,0.912047837,721,142,False
46,Cust2612,Acc22036,Savings,Deposit,Personal Loan,Firm C,South,Manager 2,2023-08-22,25759.72169,71793.68068,0.277795337,718,91,False
144,Cust9439,Acc43309,Current,Deposit,Personal Loan,Firm C,North,Manager 2,2023-12-09,18417.11533,103905.0164,0.617059054,607,83,False
168,Cust8288,Acc57872,Loan,Payment,Credit Card,Firm D,West,Manager 1,2023-09-26,109159.3922,78792.38348,0.787975953,789,31,False
99,Cust6937,Acc30787,Savings,Payment,Savings Account,Firm B,Central,Manager 3,2023-07-05,20166.15002,30523.18879,0.442989075,609,45,False
29,Cust8390,Acc92104,Credit,Transfer,Personal Loan,Firm D,Central,Manager 1,2024-06-13,12278.41111,72131.28653,0.255204919,344,166,False
75,Cust2357,Acc37688,Current,Withdrawal,Credit Card,Firm E,East,Manager 3,2024-02-18,89362.27999,121387.4496,0.242607916,730,122,False
193,Cust6391,Acc86784,Savings,Transfer,Mutual Fund,Firm A,North,Manager 2,2024-03-05,5725.9331,74665.55002,0.5245479,529,210,False
111,Cust3059,Acc70460,Savings,Transfer,Credit Card,Firm B,West,Manager 3,2024-02-05,46450.58301,40221.68322,0.060191181,449,57,False
7,Cust1962,Acc25132,Savings,Withdrawal,Credit Card,Firm B,North,Manager 1,2023-01-02,78807.62699,91413.58415,0.498965884,748,158,False
55,Cust6038,Acc18057,Savings,Deposit,Home Loan,Firm E,East,Manager 1,2024-02-09,59681.50512,93027.52434,0.569021819,486,41,False
31,Cust7255,Acc78178,Credit,Withdrawal,Credit Card,Firm B,Central,Manager 2,2024-05-02,46598.50574,98943.86772,0.694269584,776,18,False
74,Cust7651,Acc88252,Credit,Transfer,Home Loan,Firm A,West,Manager 2,2023-03-03,47449.43732,72654.36056,0.252418372,472,168,False
151,Cust4595,Acc64022,Current,Withdrawal,Mutual Fund,Firm A,North,Manager 4,2023-11-21,71432.10735,68805.97872,0.607559881,542,47,False
38,Cust6549,Acc23736,Savings,Transfer,Home Loan,Firm A,North,Manager 4,2024-05-22,12945.9655,71896.33248,0.612940477,356,56,False
37,Cust4794,Acc78089,Loan,Withdrawal,Home Loan,Firm B,North,Manager 4,2024-04-01,17718.10887,95168.27332,0.302751764,553,11,False
50,Cust8390,Acc36079,Savings,Transfer,Savings Account,Firm B,East,Manager 1,2024-05-22,75811.39706,102599.5009,0.121922762,816,178,False
64,Cust4438,Acc82298,Savings,Withdrawal,Savings Account,Firm B,West,Manager 3,2023-11-07,128816.236,150199.0786,0.281978927,613,64,False
27,Cust4584,Acc45968,Savings,Payment,Savings Account,Firm B,East,Manager 2,2023-02-12,127907.5731,9228.815058,0.146403295,588,81,False
96,Cust2541,Acc70314,Loan,Transfer,Credit Card,Firm C,East,Manager 3,2023-05-12,72350.04621,30666.28276,0.643341454,628,6,False
27,Cust3810,Acc39529,Credit,Transfer,Mutual Fund,Firm C,East,Manager 1,2024-02-09,90206.36877,104749.2727,0.323273408,468,175,False
177,Cust8416,Acc75675,Current,Payment,Mutual Fund,Firm B,West,Manager 2,2023-07-06,50719.98106,84285.97439,0.682313723,694,89,False
32,Cust3131,Acc29396,Savings,Transfer,Personal Loan,Firm D,West,Manager 4,2023-06-06,92764.25871,65176.65395,0.463274118,848,171,False
63,Cust6210,Acc53466,Savings,Payment,Savings Account,Firm E,Central,Manager 2,2023-12-10,20740.71036,58825.2737,0.128567525,752,70,False
7,Cust4584,Acc52131,Loan,Deposit,Credit Card,Firm D,South,Manager 2,2023-07-05,99757.57847,53473.70985,0.799510831,749,99,False
45,Cust3015,Acc94203,Loan,Payment,Credit Card,Firm E,Central,Manager 4,2023-01-21,43536.26539,57175.04312,0.131090579,719,215,False
63,Cust1840,Acc11188,Current,Withdrawal,Mutual Fund,Firm B,South,Manager 3,2023-06-18,39919.67269,85927.48122,0.282314157,406,216,False
65,Cust5385,Acc29356,Current,Transfer,Personal Loan,Firm A,South,Manager 4,2023-08-06,59464.83278,57651.62651,0.205727055,624,123,False
23,Cust7651,Acc88449,Savings,Payment,Personal Loan,Firm C,South,Manager 3,2024-03-28,77008.71425,104230.7445,0.57333013,567,30,False
104,Cust4241,Acc46655,Current,Deposit,Personal Loan,Firm B,East,Manager 4,2024-06-22,80388.03413,100952.9708,0.556018309,709,160,False
188,Cust9666,Acc87006,Credit,Deposit,Credit Card,Firm A,East,Manager 2,2024-03-22,83828.95089,41885.32784,0.194831332,519,163,False
106,Cust8091,Acc83005,Loan,Transfer,Home Loan,Firm D,Central,Manager 3,2023-11-20,101977.6329,42399.98783,0.304503632,605,230,False
92,Cust8250,Acc94907,Savings,Deposit,Mutual Fund,Firm E,West,Manager 2,2024-03-28,42190.13297,19556.97891,0.542610521,805,25,False
85,Cust4126,Acc42467,Loan,Payment,Credit Card,Firm D,West,Manager 2,2023-04-30,75887.5104,35733.19739,0.563955728,488,13,False
91,Cust5500,Acc71426,Loan,Deposit,Credit Card,Firm D,East,Manager 2,2023-09-13,69256.30947,38014.47406,0.67576569,427,213,False
185,Cust7173,Acc71426,Savings,Transfer,Home Loan,Firm C,East,Manager 4,2023-08-23,2288.727756,44626.35373,0.609505405,799,32,False
36,Cust1497,Acc39544,Current,Payment,Credit Card,Firm D,South,Manager 2,2023-01-15,129983.6051,42085.1955,0.925896085,665,93,False
28,Cust2541,Acc43771,Loan,Withdrawal,Savings Account,Firm A,East,Manager 4,2023-01-02,14033.50256,82305.73947,0.932619236,648,21,False
171,Cust8765,Acc26026,Current,Withdrawal,Credit Card,Firm B,East,Manager 1,2023-09-26,58373.51137,34155.14098,0.331022179,488,24,False
154,Cust2944,Acc54589,Savings,Withdrawal,Mutual Fund,Firm D,Central,Manager 4,2024-05-04,61606.47817,33933.96967,0.163259353,711,105,False
153,Cust4346,Acc87602,Loan,Deposit,Mutual Fund,Firm B,East,Manager 3,2023-04-09,33532.36187,38356.95261,0.864735013,473,12,False
124,Cust2871,Acc35419,Credit,Withdrawal,Savings Account,Firm D,East,Manager 1,2023-07-05,18182.79132,16346.24674,0.551568781,673,77,False
121,Cust9079,Acc48501,Credit,Deposit,Credit Card,Firm A,North,Manager 1,2023-11-29,45908.92295,63317.776,0.242337018,414,8,False
185,Cust5255,Acc13357,Current,Payment,Savings Account,Firm C,West,Manager 4,2024-01-04,33282.91928,65140.32567,0.316928012,525,176,False
96,Cust5916,Acc32627,Loan,Transfer,Mutual Fund,Firm D,North,Manager 3,2023-12-21,87894.32269,87004.621,0.846318946,787,115,False
48,Cust3378,Acc94203,Loan,Deposit,Mutual Fund,Firm C,Central,Manager 1,2023-09-24,31358.91683,95331.21055,0.598887297,575,75,False
7,Cust6292,Acc18057,Credit,Transfer,Home Loan,Firm E,East,Manager 3,2023-12-09,43581.86936,93314.19527,0.594478288,544,90,False
44,Cust1114,Acc23985,Loan,Transfer,Personal Loan,Firm B,West,Manager 1,2023-08-23,63667.70348,59911.59399,0.0,407,193,False
134,Cust1768,Acc51971,Savings,Withdrawal,Credit Card,Firm E,North,Manager 3,2024-05-15,74258.68088,78629.438,0.582947182,528,197,False
29,Cust7493,Acc37688,Current,Payment,Savings Account,Firm D,North,Manager 2,2023-10-03,75983.68118,8597.996058,0.45799066,810,231,False
62,Cust5705,Acc70741,Savings,Withdrawal,Savings Account,Firm D,West,Manager 1,2024-06-08,73688.26224,135410.2996,0.858480248,648,37,False
7,Cust6082,Acc16241,Savings,Deposit,Savings Account,Firm E,South,Manager 3,2023-08-10,46194.08816,128017.9881,0.382029476,305,196,False
159,Cust2067,Acc34431,Loan,Payment,Credit Card,Firm B,South,Manager 4,2023-03-03,61917.40795,97533.26388,0.638124712,652,109,False
60,Cust6565,Acc89098,Current,Transfer,Credit Card,Firm E,North,Manager 2,2024-02-05,36035.21041,132971.7365,0.478021359,395,206,False
52,Cust9079,Acc78589,Current,Payment,Personal Loan,Firm D,South,Manager 1,2023-03-26,42582.83924,61757.18531,0.507267953,528,190,False
185,Cust7002,Acc28305,Loan,Withdrawal,Credit Card,Firm E,Central,Manager 3,2023-11-29,71496.66776,50667.21955,0.589174865,600,47,False
98,Cust7793,Acc72197,Loan,Withdrawal,Mutual Fund,Firm B,West,Manager 3,2023-11-19,24980.01605,92994.34874,0.760494773,634,170,False
170,Cust4780,Acc29231,Savings,Deposit,Personal Loan,Firm C,West,Manager 3,2023-06-01,25103.80325,146900.8085,0.688929813,664,36,False
97,Cust5174,Acc32627,Credit,Withdrawal,Mutual Fund,Firm E,West,Manager 1,2024-01-17,88827.84866,104295.1329,0.424871407,340,22,False
175,Cust7481,Acc55729,Current,Deposit,Home Loan,Firm E,Central,Manager 2,2023-10-26,61200.25439,58921.09763,0.508141822,659,128,False
140,Cust9962,Acc15228,Savings,Deposit,Personal Loan,Firm B,South,Manager 3,2023-09-19,39344.54519,84876.10666,0.292437181,805,215,False
109,Cust2871,Acc34821,Credit,Transfer,Credit Card,Firm D,Central,Manager 3,2023-11-17,27273.43582,64365.38279,0.433059143,431,230,False
37,Cust4763,Acc12182,Savings,Withdrawal,Credit Card,Firm A,Central,Manager 4,2023-05-24,47980.302,58815.83188,0.697284286,737,135,False
111,Cust1747,Acc19156,Current,Payment,Mutual Fund,Firm B,East,Manager 4,2023-02-10,57310.01338,25340.27305,0.553369113,765,8,False
76,Cust8028,Acc30787,Savings,Deposit,Mutual Fund,Firm C,Central,Manager 3,2023-09-10,95692.3736,71932.15624,0.64149329,642,228,False
187,Cust3006,Acc51593,Loan,Payment,Mutual Fund,Firm E,East,Manager 2,2023-06-06,47794.97112,47981.5722,0.461767658,641,95,False
156,Cust4438,Acc49180,Credit,Transfer,Credit Card,Firm B,Central,Manager 4,2023-12-30,34527.65355,67331.36925,0.0,545,169,False
60,Cust1644,Acc26940,Savings,Withdrawal,Credit Card,Firm D,South,Manager 1,2023-10-31,89131.56911,78090.18043,0.33925355,545,222,False
81,Cust5574,Acc15925,Credit,Payment,Personal Loan,Firm E,South,Manager 3,2024-03-01,101207.8674,51942.98668,0.657578281,693,237,False
154,Cust5545,Acc11837,Credit,Transfer,Home Loan,Firm D,Central,Manager 3,2024-03-01,45262.10034,41822.44027,0.468460198,416,231,False
35,Cust5428,Acc58667,Credit,Transfer,Home Loan,Firm D,West,Manager 3,2023-10-18,31967.63692,65478.53271,0.0,566,235,False
141,Cust6028,Acc38559,Credit,Deposit,Credit Card,Firm A,East,Manager 1,2023-10-19,34373.6468,90633.91694,0.392683418,336,174,False
35,Cust8772,Acc75767,Current,Transfer,Personal Loan,Firm A,North,Manager 1,2023-05-05,72861.25338,103411.7266,0.16788229,808,62,False
